Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,sample,female,w,lnw,agesq
78180,51395150999594,March,WI,2116.366,1653.0,40,46,4,,55,1,1,1,4,"Foreign Born, US Cit By Naturalization",WI,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,41.325,3.721467643707088,3025
79036,121770760470019,April,AL,4037.3517,430.0,40,39,2,,34,1,7,0,0,"Native, Born In US",6,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,10.75,2.3749057545736716,1156
79506,25054199020250,April,AZ,4653.7021,1100.0,50,46,4,,36,2,1,2,5,"Foreign Born, Not a US Citizen",8,"Colleges and universities, including junior colleges (6112, 6113)",3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,22.0,3.091042453358316,1296
79635,983024614069110,April,AZ,4653.7021,2884.61,40,45,4,,38,2,1,3,6,"Foreign Born, US Cit By Naturalization",8,Hospitals (622),3060,Government - State,Yes,,Employed-At Work,1.0,True,72.11525,4.27826553371462,1444
80032,30086115020920,April,CA,2956.5772,1192.0,40,46,4,,50,2,1,0,0,"Foreign Born, US Cit By Naturalization",9,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,29.8,3.3945083935113587,2500
80105,70430260983684,April,CA,3399.8011,961.53,80,45,4,,29,2,1,0,0,"Native, Born In US",9,Hospitals (622),3060,Government - Federal,No,No,Employed-Absent,1.0,True,12.019124999999999,2.4864991311162536,841
80537,528099978600914,April,CA,3546.7711,1476.0,40,46,1,,29,1,7,0,0,"Native, Born In US",9,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,36.9,3.6082115510464816,841
80778,762092569600943,April,CA,3123.7136,2884.61,60,46,1,,52,2,7,0,0,"Native, Born In US",9,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,48.07683333333333,3.8728004256064557,2704
82206,610580573600060,April,CA,2683.1908,2692.0,45,45,1,,44,2,1,2,8,"Foreign Born, US Cit By Naturalization",9,Hospitals (622),3060,Government - State,No,No,Employed-Absent,1.0,True,59.82222222222222,4.091377200994299,1936
82269,942086859069850,April,CA,3077.1376,2692.0,45,46,4,,47,2,1,2,10,"Foreign Born, US Cit By Naturalization",9,Hospitals (622),3060,Government - Local,No,No,Employed-At Work,1.0,True,59.82222222222222,4.091377200994299,2209
82567,402708040999618,April,CO,1927.5401,1544.23,40,45,1,,54,1,1,0,0,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,38.60575,3.6534012291073603,2916
82735,200809924831992,April,CO,1785.8707,2307.69,50,45,1,,38,2,1,2,3,"Native, Born In US",8,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,46.153800000000004,3.83197929775411,1444
82844,869095769800981,April,CO,1803.6026,2884.61,60,45,1,,57,1,1,0,0,"Native, Born In US",8,Offices of physicians (6211),3060,"Private, For Profit",No,Yes,Employed-At Work,1.0,False,48.07683333333333,3.8728004256064557,3249
82999,42860690964694,April,CT,1438.6647,2884.61,60,45,1,,35,1,1,2,8,"Native, Born In US",1,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,48.07683333333333,3.8728004256064557,1225
83240,959740882700760,April,CT,1463.902,519.0,60,45,4,,29,1,7,0,0,"Foreign Born, US Cit By Naturalization",1,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,8.65,2.157559320943788,841
83246,969440668240960,April,CT,1537.9916,2884.61,40,45,1,,64,1,1,0,0,"Native, Born In US",1,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462,4096
83750,890698420017103,April,DE,451.2474,2884.61,60,46,8,,46,1,1,2,8,"Foreign Born, Not a US Citizen",5,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,48.07683333333333,3.8728004256064557,2116
83898,168780093250921,April,DC,352.8647,1153.84,70,45,1,,30,2,1,0,0,"Foreign Born, Not a US Citizen",5,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,16.483428571428572,2.8023555472258956,900
84249,202909211994872,April,FL,3513.2865,826.92,50,46,1,,32,2,1,0,0,"Native, Born In US",5,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,16.5384,2.805684949728971,1024
84305,350825091912879,April,FL,3221.8972,961.0,40,45,1,,43,2,1,2,8,"Native, Born In US",5,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,24.025,3.1790949548563563,1849
84306,350825091912879,April,FL,3080.1055,2884.61,60,45,1,,48,1,1,2,8,"Native, Born In US",5,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,48.07683333333333,3.8728004256064557,2304
84451,29081620956094,April,FL,3991.3064,2403.0,60,46,1,4.0,42,1,1,0,0,"Native, Born Abroad Of US Parent(s)",5,Outpatient care centers (6214),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,40.05,3.6901286735143684,1764
85315,41003184160630,April,GA,3557.7819,692.0,70,46,4,,27,2,7,0,0,"Foreign Born, US Cit By Naturalization",5,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,9.885714285714286,2.2910907135683107,729
85865,114025133120500,April,HI,660.9445,961.0,60,45,4,,43,1,1,3,11,"Foreign Born, US Cit By Naturalization",9,Outpatient care centers (6214),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,16.016666666666666,2.7736298467481917,1849
85892,210509940164394,April,HI,660.9445,1038.0,40,45,4,,43,1,1,0,0,"Native, Born In US",9,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,25.95,3.2561716096118976,1849
86710,710630313970061,April,IL,2870.5217,528.0,40,45,1,,33,2,1,1,1,"Foreign Born, US Cit By Naturalization",3,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,13.2,2.580216829592325,1089
87950,610907921362299,April,IA,1217.9358,1250.0,50,44,1,,33,2,1,2,8,"Foreign Born, US Cit By Naturalization",4,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,25.0,3.2188758248682006,1089
88118,370199002016050,April,IA,1404.7891,2884.61,45,45,1,,35,1,7,0,0,"Native, Born In US",4,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,64.10244444444444,4.1604824980582364,1225
89028,2900792995722,April,LA,3911.4649,1057.69,60,46,1,,30,1,1,1,1,"Native, Born In US",7,Hospitals (622),3060,Government - State,No,No,Employed-At Work,1.0,False,17.62816666666667,2.869498001590518,900
89061,323291749200904,April,LA,2829.8059,2076.92,40,44,2,,31,2,7,0,0,"Native, Born In US",7,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,51.923,3.949761851928414,961
89506,32544046907576,April,ME,638.263,2884.61,40,46,1,,51,1,1,0,0,"Foreign Born, US Cit By Naturalization",1,Hospitals (622),3060,Government - State,No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462,2601
90397,220509994853891,April,MA,3381.7344,1307.69,40,46,1,,34,1,7,0,0,"Native, Born In US",1,Pharmaceutical and medicine manufacturing (3254),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,32.69225,3.4871380467554407,1156
90875,863292919600938,April,MI,2811.7175,2884.61,60,46,1,,44,1,1,4,8,"Native, Born In US",3,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-Absent,1.0,False,48.07683333333333,3.8728004256064557,1936
91966,424296919700919,April,MN,2327.6584,961.53,70,46,1,,26,1,1,0,0,"Native, Born In US",4,Outpatient care centers (6214),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,13.736142857142857,2.6200305237407764,676
92001,506908282992008,April,MS,2769.7489,2884.61,60,45,1,,36,1,1,2,5,"Native, Born In US",6,Outpatient care centers (6214),3060,"Private, For Profit",No,No,Employed-Absent,1.0,False,48.07683333333333,3.8728004256064557,1296
92002,506908282992008,April,MS,2930.8464,2115.38,35,45,1,,33,2,1,2,5,"Native, Born In US",6,Hospitals (622),3060,"Private, For Profit",No,No,Employed-Absent,1.0,True,60.43942857142857,4.10164168288315,1089
92019,70252280014806,April,MS,2179.7532,2884.61,60,46,1,,47,1,1,0,0,"Native, Born In US",6,Outpatient care centers (6214),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,48.07683333333333,3.8728004256064557,2209
92054,360290819800904,April,MS,3024.035,865.0,80,46,1,,32,2,1,0,0,"Native, Born In US",6,Hospitals (622),3060,Government - State,No,No,Employed-At Work,1.0,True,10.8125,2.3807028722579977,1024
92055,360290819800904,April,MS,2857.8152,2884.61,80,46,1,,35,1,1,0,0,"Native, Born In US",6,Hospitals (622),3060,Government - State,No,No,Employed-At Work,1.0,False,36.057625,3.585118353154675,1225
92085,6606912993948,April,MS,2167.9111,2096.15,40,45,1,,47,1,1,2,8,"Native, Born In US",6,Hospitals (622),3060,Government - Local,No,No,Employed-At Work,1.0,False,52.40375,3.9589781536518482,2209
92293,889009520659209,April,MO,3373.4491,1923.07,50,46,1,,32,1,7,0,0,"Native, Born In US",4,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,38.4614,3.649655140954175,1024
92294,905009869229310,April,MO,5343.9993,1057.69,50,45,4,,35,1,1,1,1,"Foreign Born, Not a US Citizen",4,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,21.1538,3.0518195583844725,1225
92295,905009869229310,April,MO,3533.4439,980.76,55,45,4,,36,2,1,1,1,"Foreign Born, Not a US Citizen",4,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,17.832,2.8809945960835677,1296
92775,806603843999370,April,MT,318.4811,880.0,40,45,2,,48,1,1,0,0,"Native, Born In US",8,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,22.0,3.091042453358316,2304
92937,413468026909895,April,NE,1085.2399,1019.23,75,46,1,,37,2,1,2,6,"Native, Born In US",4,Outpatient care centers (6214),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,13.589733333333333,2.609314605699255,1369
93460,980128015136650,April,NV,1557.9511,2884.61,90,45,1,,43,1,1,6,14,"Native, Born In US",8,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,32.05122222222222,3.4673353174982915,1849
93995,130132004636650,April,NH,495.5939,1153.84,60,45,1,,32,1,1,2,5,"Native, Born In US",1,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,19.230666666666664,2.956506227053154,1024
94572,726390679400949,April,NJ,3099.6156,961.0,40,46,1,,61,1,1,3,10,"Native, Born In US",2,Scientific research and development services (5417),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,24.025,3.1790949548563563,3721
94792,569780093250923,April,NM,1344.7252,560.0,40,45,1,,33,1,7,0,0,"Native, Born In US",8,Hospitals (622),3060,Government - State,No,No,Employed-At Work,1.0,False,14.0,2.6390573296152584,1089
95321,610850995490063,April,NY,4173.9918,850.0,65,46,1,,28,1,7,0,0,"Foreign Born, Not a US Citizen",2,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,13.076923076923077,2.570849079588725,784
95458,840162005732340,April,NY,3543.0913,1865.0,40,44,1,,35,2,1,1,2,"Foreign Born, US Cit By Naturalization",2,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,46.625,3.8421368779639797,1225
95474,876289260669301,April,NY,3543.3153,1346.15,99,45,1,,35,1,1,0,0,"Native, Born In US",2,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,13.597474747474749,2.6098840951685403,1225
95771,506849560369300,April,NY,3038.1352,2596.15,40,45,1,,56,1,1,1,4,"Native, Born In US",2,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,64.90375,4.172905403242624,3136
96214,399956905007779,April,NC,2902.1971,864.0,32,45,1,,43,2,1,2,3,"Native, Born In US",5,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,27.0,3.295836866004329,1849
96215,399956905007779,April,NC,3147.74,2019.0,45,45,4,,43,1,1,2,3,"Native, Born In US",5,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,44.86666666666667,3.803695128542518,1849
96241,706907553990997,April,NC,3373.1036,850.0,60,45,1,1.0,31,1,1,0,0,"Native, Born In US",5,Hospitals (622),3060,"Private, For Profit",No,No,Employed-Absent,1.0,False,14.166666666666666,2.6508917872622613,961
96242,706907553990997,April,NC,3392.8848,980.0,60,45,1,,29,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,Hospitals (622),3060,"Private, For Profit",No,No,Employed-Absent,1.0,True,16.333333333333332,2.793208009442517,841
96683,464397769700999,April,NC,3844.7197,1307.0,50,44,1,,64,1,1,0,0,"Native, Born In US",5,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,26.14,3.2634667081960758,4096
97051,960187001532920,April,ND,356.6683,2884.61,60,46,1,,44,1,1,5,11,"Native, Born In US",4,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,48.07683333333333,3.8728004256064557,1936
97161,989790601520963,April,OH,3932.9438,909.2,40,43,1,,25,1,7,0,0,"Native, Born In US",3,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,22.73,3.123685637864452,625
97765,993079092909764,April,OH,3079.2993,2884.61,48,45,1,,63,1,1,0,0,"Native, Born In US",3,Hospitals (622),3060,"Private, Nonprofit",Yes,,Employed-At Work,1.0,False,60.09604166666667,4.095943976920665,3969
98536,702902574991752,April,PA,3373.6616,2884.61,40,46,1,,34,2,1,0,0,"Native, Born In US",2,Outpatient care centers (6214),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,72.11525,4.27826553371462,1156
98820,499952305010259,April,PA,2765.1984,1442.0,36,46,1,,58,1,1,0,0,"Native, Born In US",2,Outpatient care centers (6214),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,40.05555555555556,3.6902673793887844,3364
99705,902908174991655,April,SC,2642.8135,1038.46,50,45,1,,32,1,1,0,0,"Native, Born In US",5,Hospitals (622),3060,Government - State,No,No,Employed-At Work,1.0,False,20.7692,3.033471120054259,1024
99823,865579360329407,April,SC,4296.1029,2884.61,45,45,4,,39,1,1,2,8,"Foreign Born, Not a US Citizen",5,Hospitals (622),3060,Government - State,No,No,Employed-At Work,1.0,False,64.10244444444444,4.1604824980582364,1521
100158,464944036909568,April,SD,398.3904,2884.61,50,46,1,,35,1,1,4,11,"Native, Born In US",4,Outpatient care centers (6214),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,57.6922,4.0551219824004106,1225
101146,684944046004503,April,TX,4191.2605,1076.0,60,45,4,,37,2,1,4,11,"Foreign Born, US Cit By Naturalization",7,"Colleges and universities, including junior colleges (6112, 6113)",3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,17.933333333333334,2.886661178499629,1369
101147,684944046004503,April,TX,3828.5212,2019.0,60,45,4,,42,1,1,4,11,"Foreign Born, US Cit By Naturalization",7,"Colleges and universities, including junior colleges (6112, 6113)",3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,33.65,3.5160130560907366,1764
102767,15755600110904,April,VT,361.6288,2884.61,50,46,1,,64,1,1,0,0,"Native, Born In US",1,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,57.6922,4.0551219824004106,4096
102785,74895200013803,April,VT,493.8373,980.0,40,45,4,,42,2,7,1,1,"Native, Born In US",1,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,24.5,3.1986731175506815,1764
102786,74895200013803,April,VT,412.6509,980.0,40,45,1,,41,2,7,0,0,"Native, Born In US",1,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,24.5,3.1986731175506815,1681
102799,174050105560190,April,VT,415.8705,2884.61,40,46,1,,32,1,1,3,13,"Foreign Born, US Cit By Naturalization",1,Offices of physicians (6211),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462,1024
103992,961592969300958,April,WA,1980.7824,2884.61,60,45,1,,37,2,1,1,2,"Native, Born In US",9,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,48.07683333333333,3.8728004256064557,1369
104300,250509978695194,April,WI,2523.0428,1350.0,30,46,8,,39,2,1,2,3,"Foreign Born, Not a US Citizen",3,"Other health care services (6215, 6219)",3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,45.0,3.8066624897703196,1521
105415,480928078907439,May,AK,337.9641,1779.5,40,46,1,,63,2,4,0,0,"Native, Born In US",9,"Justice, public order, and safety activities (922, pt. 92115)",3060,Government - State,Yes,,Employed-At Work,1.0,True,44.4875,3.795208250836311,3969
105859,4037901061461,May,AZ,3638.6474,1634.0,40,46,1,,36,1,1,0,0,"Native, Born In US",8,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,40.85,3.709906821306012,1296
106190,965459930826002,May,AR,2467.6663,622.0,40,46,1,,34,1,1,2,5,"Native, Born In US",7,Offices of physicians (6211),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,15.55,2.744060638625243,1156
106325,8077500096671,May,CA,3845.5565,1000.0,40,44,1,,26,2,7,0,0,"Native, Born In US",9,Hospitals (622),3060,"Private, For Profit",Yes,,Employed-Absent,1.0,True,25.0,3.2188758248682006,676
106627,260177093001600,May,CA,3461.9672,1185.0,90,45,1,,39,2,1,2,5,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",3060,Government - State,Yes,,Employed-At Work,1.0,True,13.166666666666666,2.5776883832389665,1521
106762,407908140871646,May,CA,3307.1552,2884.61,50,45,1,,39,2,1,1,1,"Native, Born In US",9,Hospitals (622),3060,Government - State,Yes,,Employed-At Work,1.0,True,57.6922,4.0551219824004106,1521
107926,660123093001702,May,CA,3491.5706,1307.0,70,45,1,,36,2,7,0,0,"Native, Born In US",9,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,18.67142857142857,2.926994471574863,1296
108384,290465096603689,May,CA,3580.3743,2884.61,40,45,7,,52,1,1,2,10,"Native, Born In US",9,Hospitals (622),3060,Government - Local,Yes,,Employed-At Work,1.0,False,72.11525,4.27826553371462,2704
108504,972046964079070,May,CA,3581.9174,2884.61,50,46,4,,39,2,1,2,8,"Foreign Born, Not a US Citizen",9,"Colleges and universities, including junior colleges (6112, 6113)",3060,Government - State,No,No,Employed-At Work,1.0,True,57.6922,4.0551219824004106,1521
108658,751068906079500,May,CO,1878.7463,576.92,8,45,1,,56,2,1,0,0,"Native, Born In US",8,"Justice, public order, and safety activities (922, pt. 92115)",3060,Government - State,No,No,Employed-At Work,1.0,True,72.115,4.278262067035474,3136
108720,980665073001017,May,CO,1636.8667,2884.61,60,45,1,,35,2,7,0,0,"Native, Born In US",8,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,48.07683333333333,3.8728004256064557,1225
108957,280759027001607,May,CO,1832.702,2884.61,40,46,1,,46,1,1,2,8,"Foreign Born, US Cit By Naturalization",8,Hospitals (622),3060,Government - Federal,No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462,2116
109738,210460930301101,May,DE,408.4544,600.0,40,45,1,,51,1,1,2,9,"Native, Born In US",5,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,15.0,2.70805020110221,2601
110011,701203017001514,May,DE,515.0456,2230.0,50,46,1,,28,2,5,1,3,"Native, Born In US",5,Outpatient care centers (6214),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,44.6,3.7977338590260183,784
110136,34195759100874,May,DC,269.0473,1250.0,21,45,1,3.0,46,2,1,3,3,"Foreign Born, US Cit By Naturalization",5,Offices of physicians (6211),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,59.523809523809526,4.086376392572924,2116
110295,291010830761105,May,DC,353.0596,2884.61,40,45,4,,32,1,1,1,1,"Native, Born In US",5,Outpatient care centers (6214),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462,1024
110453,711203017908594,May,DC,296.2142,2884.61,55,45,1,,39,1,1,2,8,"Native, Born Abroad Of US Parent(s)",5,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,52.44745454545455,3.959811802596086,1521
110454,711203017908594,May,DC,244.608,2788.46,45,45,1,,40,2,1,2,8,"Native, Born In US",5,Outpatient care centers (6214),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,61.96577777777778,4.126582261326674,1600
110902,98681720976891,May,FL,5015.3841,590.0,40,46,1,,31,1,1,0,0,"Native, Born In US",5,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,14.75,2.691243082785829,961
111061,303900001691162,May,FL,3495.9789,1923.07,60,45,1,7.0,34,2,1,2,5,"Foreign Born, US Cit By Naturalization",5,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,32.05116666666667,3.46733358416022,1156
111540,983389430649104,May,GA,2448.7285,1442.0,50,45,1,8.0,50,2,1,0,0,"Native, Born In US",5,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,28.84,3.3617633124167483,2500
112109,507006981101585,May,HI,520.6614,769.0,40,45,8,,57,2,7,0,0,"Native, Born In US",9,Outpatient care centers (6214),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,19.225,2.9562115153917077,3249
112212,174997203002558,May,HI,1303.0414,1522.0,40,46,2,,41,1,1,3,8,"Foreign Born, US Cit By Naturalization",9,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,38.05,3.6389010843076948,1681
112740,271381037900399,May,IL,2737.8439,2884.61,60,45,1,1.0,41,2,3,0,0,"Foreign Born, US Cit By Naturalization",3,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,48.07683333333333,3.8728004256064557,1681
113619,407009511108728,May,IN,2654.2687,1480.0,80,46,1,,48,1,1,1,4,"Native, Born In US",3,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,18.5,2.917770732084279,2304
113664,908539270029106,May,IN,3670.2932,310.0,30,40,1,,37,2,5,1,3,"Native, Born In US",3,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,10.333333333333334,2.3353749158170367,1369
114710,25932310993993,May,KY,2361.0625,2884.61,40,45,1,,37,1,1,2,2,"Native, Born In US",6,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462,1369
115107,320209910529980,May,LA,3068.2503,1153.84,50,46,4,,38,1,7,0,0,"Foreign Born, US Cit By Naturalization",7,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,23.0768,3.1388277838471086,1444
115109,320209910529980,May,LA,4148.4094,961.53,40,46,4,,33,1,7,0,0,"Foreign Born, Not a US Citizen",7,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,24.038249999999998,3.179646311676199,1089
115596,270933071523149,May,ME,682.4269,2884.61,60,45,1,,38,2,1,2,8,"Native, Born In US",1,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,48.07683333333333,3.8728004256064557,1444
115677,720300073562713,May,ME,668.5207,2884.61,65,46,4,,55,1,1,1,4,"Foreign Born, US Cit By Naturalization",1,Offices of physicians (6211),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,44.37861538461539,3.7927577179329193,3025
115787,430298689400870,May,MD,2067.6249,1615.38,60,45,1,7.0,35,1,1,2,8,"Foreign Born, Not a US Citizen",5,Scientific research and development services (5417),3060,Government - Federal,No,No,Employed-At Work,1.0,False,26.923000000000002,3.292980939874984,1225
116008,303908322591394,May,MD,2890.4344,1250.0,60,45,4,,27,1,7,0,0,"Foreign Born, Not a US Citizen",5,Hospitals (622),3060,"Private, Nonprofit",Yes,,Employed-At Work,1.0,False,20.833333333333332,3.036554268074246,729
116142,603100912109034,May,MD,1890.2261,1038.46,60,46,1,2.0,27,1,1,0,0,"Native, Born in PR or US Outlying Area",5,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,17.307666666666666,2.8511495632603046,729
116388,22802340793299,May,MD,1483.0945,2884.61,40,45,1,4.0,57,1,1,0,0,"Foreign Born, US Cit By Naturalization",5,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462,3249
116398,377212670400149,May,MD,1732.1522,1730.0,40,46,4,,40,1,1,3,6,"Foreign Born, Not a US Citizen",5,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,43.25,3.7669972333778885,1600
116500,953055974239130,May,MA,3276.8636,2884.61,40,45,1,,34,2,1,2,5,"Native, Born In US",1,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,72.11525,4.27826553371462,1156
119952,230933098337159,May,NH,514.9523,694.0,40,45,1,,30,1,7,0,0,"Native, Born In US",1,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,17.35,2.8535925063928684,900
119953,230933098337159,May,NH,495.6306,161.0,20,44,1,,30,2,7,0,0,"Native, Born In US",1,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,8.05,2.0856720914304723,900
119997,377364754300992,May,NH,488.7732,1000.0,40,44,1,,61,1,5,0,0,"Native, Born In US",1,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,25.0,3.2188758248682006,3721
119998,377364754300992,May,NH,554.5932,2115.38,50,44,1,,29,2,7,0,0,"Native, Born In US",1,Hospitals (622),3060,"Private, For Profit",Yes,,Employed-At Work,1.0,True,42.3076,3.744966738944418,841
120017,399990642340733,May,NH,483.6916,2884.61,40,45,1,,63,1,1,2,4,"Native, Born In US",1,Outpatient care centers (6214),3060,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462,3969
121134,306097909036681,May,NY,3221.9684,2115.0,60,46,1,7.0,53,1,3,0,0,"Foreign Born, US Cit By Naturalization",2,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,35.25,3.5624655292582776,2809
121453,863453073908192,May,NY,3596.3485,2884.61,40,46,1,,56,1,1,1,3,"Native, Born In US",2,Outpatient care centers (6214),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462,3136
121541,971066905379890,May,NY,3339.1755,673.0,40,45,1,,59,2,5,0,0,"Native, Born In US",2,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,16.825,2.8228658755307916,3481
121743,436390479600836,May,NY,3843.1684,1538.0,40,45,1,,52,2,1,2,4,"Foreign Born, Not a US Citizen",2,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,True,38.45,3.649358695951653,2704
121776,647056975339810,May,NY,3056.2668,2884.61,50,45,1,,47,1,1,1,4,"Native, Born In US",2,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1.0,False,57.6922,4.0551219824004106,2209
121869,786949130329301,May,NY,2732.6465,2000.0,40,46,1,7.0,31,2,1,1,1,"Native, Born In US",2,Hospitals (622),3060,"Private, For Profit",Yes,,Employed-At Work,1.0,True,50.0,3.912023005428146,961
